,model,age,engineSize,price,Automatic,Manual,Semi-Auto,Diesel,Petrol
74141, Focus,1,1.0,14495,0,1,0,0,1
74142, Tourneo Custom,2,2.0,19995,1,0,0,1,0
74143, S-MAX,3,2.0,18495,1,0,0,1,0
74144, Focus,1,2.0,17995,0,1,0,1,0
74145, Fiesta,7,1.2,5495,0,1,0,0,1
74146, Kuga,2,1.5,16995,1,0,0,1,0
74147, Kuga,2,1.5,16495,0,1,0,1,0
74148, Kuga,2,1.5,17998,0,1,0,0,1
74149, B-MAX,6,1.6,7498,0,0,1,0,1
74150, Focus,1,1.0,17498,0,1,0,0,1
74151, S-MAX,3,2.0,17498,0,1,0,1,0
74152, Fiesta,7,1.5,5998,0,1,0,1,0
74153, Kuga,1,1.5,17698,0,1,0,0,1
74154, Kuga,4,2.0,11000,0,1,0,1,0
74155, EcoSport,3,1.5,8700,0,1,0,0,1
74156, Kuga,3,2.0,15300,0,1,0,1,0
74157, Fiesta,7,1.0,7490,0,1,0,0,1
74158, Focus,3,1.0,10760,0,1,0,0,1
74159, Kuga,1,1.5,18760,0,1,0,0,1
74160, Fiesta,6,1.0,6360,0,1,0,0,1
74161, Fiesta,6,1.0,6270,0,1,0,0,1
74162, Kuga,3,1.5,17920,1,0,0,0,1
74163, Fiesta,7,1.0,4790,0,1,0,0,1
74164, Focus,5,1.5,7830,0,1,0,1,0
74165, Fiesta,5,1.5,6990,0,1,0,1,0
74166, Edge,4,2.0,18640,0,1,0,1,0
74167, Fiesta,5,1.2,6700,0,1,0,0,1
74168, Fiesta,2,1.0,9498,0,1,0,0,1
74169, Focus,2,1.0,13698,0,1,0,0,1
74170, Fiesta,2,1.0,13298,0,1,0,0,1
74171, Kuga,5,2.0,14398,0,1,0,1,0
74172, Fiesta,3,1.1,8998,0,1,0,0,1
74173, Fiesta,1,1.0,12698,0,1,0,0,1
74174, Fiesta,1,1.0,11998,0,1,0,0,1
74175, Fiesta,1,1.0,13498,0,1,0,0,1
74176, Fiesta,1,1.0,13498,0,1,0,0,1
74177, Focus,4,1.0,9698,0,1,0,0,1
74178, Focus,4,2.3,24995,0,1,0,0,1
74179, Fiesta,3,1.0,9895,0,1,0,0,1
74180, Fiesta,2,1.0,12995,0,1,0,0,1
74181, Tourneo Connect,5,1.6,9295,0,1,0,1,0
74182, Fiesta,4,1.2,8495,0,1,0,0,1
74183, Fiesta,1,1.0,13895,0,1,0,0,1
74184, Focus,2,2.0,18298,0,1,0,1,0
74185, Focus,5,1.5,9198,0,1,0,1,0
74186, Fiesta,4,1.0,10798,0,1,0,0,1
74187, Fiesta,4,1.0,8998,0,1,0,0,1
74188, Kuga,2,1.5,18498,0,1,0,1,0
74189, Kuga,3,2.0,13498,0,1,0,1,0
74190, Kuga,3,1.5,14998,0,1,0,1,0
74191, Kuga,3,1.5,13998,1,0,0,0,1
74192, EcoSport,4,1.0,9998,0,1,0,0,1
74193, Tourneo Connect,3,1.0,10998,0,1,0,0,1
74194, Focus,3,2.0,17698,0,1,0,0,1
74195, Focus,3,1.0,11498,0,0,1,0,1
74196, Focus,3,1.5,12798,0,1,0,1,0
74197, C-MAX,5,1.0,8698,0,1,0,0,1
74198, Kuga,1,2.0,19495,0,1,0,1,0
74199, Fiesta,2,1.0,9995,0,1,0,0,1
74200, Focus,4,1.5,10995,0,1,0,1,0
74201, Kuga,3,1.5,13998,0,1,0,1,0
74202, Fiesta,3,1.0,11998,0,1,0,0,1
74203, Tourneo Connect,4,1.5,8998,0,1,0,1,0
74204, Kuga,2,1.5,16698,0,1,0,1,0
74205, EcoSport,4,1.0,8998,0,1,0,0,1
74206, Fiesta,5,1.0,7998,0,1,0,0,1
74207, Fiesta,2,1.0,12495,0,1,0,0,1
74208, Ka+,3,1.2,7995,0,1,0,0,1
74209, Puma,0,1.0,21995,0,1,0,0,1
74210, Kuga,2,2.0,16995,0,1,0,1,0
74211, Fiesta,2,1.0,11995,0,1,0,0,1
74212, Kuga,1,2.0,19995,0,1,0,1,0
74213, Fiesta,3,1.0,8995,0,1,0,0,1
74214, Ka+,3,1.2,8295,0,1,0,0,1
74215, EcoSport,2,1.0,14698,0,1,0,0,1
74216, Fiesta,4,1.0,10498,0,0,1,0,1
74217, Focus,2,1.0,14495,0,1,0,0,1
74218, Focus,4,1.0,8995,0,1,0,0,1
74219, Focus,4,2.0,15995,0,1,0,1,0
74220, C-MAX,4,2.0,10995,0,0,1,1,0
74221, Tourneo Custom,3,2.0,19995,0,1,0,1,0
74222, C-MAX,7,1.6,8295,0,1,0,1,0
74223, Focus,5,1.6,7995,0,1,0,1,0
74224, Kuga,1,2.0,19995,0,1,0,1,0
74225, Mondeo,5,1.5,9995,0,1,0,1,0
74226, Grand C-MAX,2,1.0,13495,0,1,0,0,1
74227, C-MAX,3,1.0,12995,0,1,0,0,1
74228, Focus,2,1.0,12995,0,1,0,0,1
74229, EcoSport,2,1.0,12998,0,1,0,0,1
74230, Tourneo Connect,5,1.6,10298,0,1,0,1,0
74231, Fiesta,3,1.0,10498,0,1,0,0,1
74232, Focus,2,1.5,11298,0,0,1,1,0
74233, Kuga,4,2.0,10698,0,1,0,1,0
74234, Focus,2,1.0,15995,0,1,0,0,1
74235, B-MAX,6,1.6,6995,0,0,1,0,1
74236, Fiesta,1,1.0,13950,0,1,0,0,1
74237, Fiesta,3,1.0,10650,0,1,0,0,1
74238, Fiesta,4,1.2,7995,0,1,0,0,1
74239, Focus,4,1.5,11495,0,1,0,1,0
74240, Kuga,2,2.0,16995,0,1,0,1,0
74241, Fiesta,2,1.0,11995,0,1,0,0,1
74242, Focus,5,1.5,10995,0,1,0,0,1
74243, Kuga,1,2.0,20495,0,1,0,1,0
74244, Focus,2,2.0,19995,0,1,0,1,0
74245, Kuga,1,2.0,19995,0,1,0,1,0
74246, Focus,4,1.5,10995,0,1,0,1,0
74247, EcoSport,1,1.0,18995,0,1,0,0,1
74248, Focus,3,1.5,11995,0,1,0,0,1
74249, Kuga,3,2.0,16998,0,1,0,1,0
74250, Fiesta,4,1.2,7398,0,1,0,0,1
74251, Fiesta,1,1.0,11498,0,1,0,0,1
74252, Fiesta,1,1.0,13998,0,1,0,0,1
74253, Focus,1,1.0,16698,0,1,0,0,1
74254, Mondeo,4,1.5,9998,0,1,0,1,0
74255, Focus,5,2.0,12998,0,1,0,1,0
74256, EcoSport,4,1.5,9998,0,0,1,0,1
74257, Focus,3,1.0,12498,0,1,0,0,1
74258, EcoSport,2,1.5,14998,0,1,0,1,0
74259, Focus,3,1.0,10498,0,1,0,0,1
74260, Kuga,3,1.5,16995,1,0,0,0,1
74261, Focus,1,1.0,15495,0,1,0,0,1
74262, Fiesta,5,1.0,9495,0,1,0,0,1
74263, B-MAX,7,1.6,5995,0,1,0,1,0
74264, Focus,6,1.0,7498,0,1,0,0,1
74265, Fiesta,3,1.0,11798,0,1,0,0,1
74266, Fiesta,3,1.0,10998,0,1,0,0,1
74267, Focus,3,1.5,14998,1,0,0,0,1
74268, Fiesta,3,1.2,8998,0,1,0,0,1
74269, Focus,4,2.0,13998,0,1,0,1,0
74270, Focus,3,2.0,17998,0,1,0,0,1
74271, Fiesta,1,1.5,18998,0,1,0,0,1
74272, Kuga,7,2.0,9198,0,0,1,1,0
74273, Kuga,5,2.0,14498,0,1,0,1,0
74274, Focus,3,2.0,14998,0,1,0,0,1
74275, Fiesta,4,1.2,8498,0,1,0,0,1
74276, Fiesta,1,1.0,13995,0,1,0,0,1
74277, Focus,3,2.0,18498,0,1,0,0,1
74278, Focus,2,1.0,13998,0,1,0,0,1
74279, Fiesta,1,1.0,12798,0,1,0,0,1
74280, Fiesta,1,1.0,14698,0,1,0,0,1
74281, Ka+,3,1.2,7698,0,1,0,0,1
74282, EcoSport,2,1.0,12498,0,1,0,0,1
74283, Fiesta,3,1.0,9998,0,1,0,0,1
74284, Kuga,3,2.0,13998,0,1,0,1,0
74285, Fiesta,4,1.0,9500,1,0,0,0,1
74286, Ka+,2,1.2,8195,0,1,0,0,1
74287, Kuga,1,1.5,21498,1,0,0,0,1
74288, Focus,3,2.0,17998,0,1,0,0,1
74289, EcoSport,2,1.0,14498,0,1,0,0,1
74290, C-MAX,4,1.5,9998,0,1,0,1,0
74291, Fiesta,4,1.2,7998,0,1,0,0,1
74292, Focus,2,1.0,10998,0,1,0,0,1
74293, Fiesta,3,1.0,10998,0,1,0,0,1
74294, Focus,4,1.5,9998,0,1,0,1,0
74295, Fiesta,7,1.2,5498,0,1,0,0,1
74296, Fiesta,3,1.0,9298,0,1,0,0,1
74297, Fiesta,6,1.0,7298,0,1,0,0,1
74298, Focus,4,1.5,8498,0,1,0,1,0
74299, Kuga,4,2.0,17698,0,0,1,1,0
74300, Kuga,3,2.0,14498,0,1,0,1,0
74301, EcoSport,2,1.0,12898,0,1,0,0,1
74302, B-MAX,3,1.5,7998,0,1,0,1,0
74303, C-MAX,2,1.0,12198,0,1,0,0,1
74304, EcoSport,3,1.0,9698,0,1,0,0,1
74305, Fiesta,4,1.0,8798,0,1,0,0,1
74306, Kuga,5,2.0,14298,0,1,0,1,0
74307, Focus,2,1.0,15798,0,1,0,0,1
74308, Fiesta,3,1.0,10298,0,1,0,0,1
74309, KA,6,1.2,4898,0,1,0,0,1
74310, Focus,4,1.5,10298,0,1,0,1,0
74311, Fiesta,3,1.0,9998,0,1,0,0,1
74312, Kuga,2,1.5,16698,0,1,0,0,1
74313, Fiesta,3,1.2,8998,0,1,0,0,1
74314, Grand C-MAX,5,1.6,8998,0,1,0,1,0
74315, Focus,3,1.0,12498,0,0,1,0,1
74316, Fiesta,2,1.0,12498,0,1,0,0,1
74317, S-MAX,0,2.0,34498,0,0,1,1,0
74318, EcoSport,3,1.5,9298,0,1,0,0,1
74319, Focus,3,1.0,10900,0,1,0,0,1
74320, EcoSport,3,1.0,9998,0,1,0,0,1
74321, Fiesta,2,1.0,12998,0,1,0,0,1
74322, Focus,4,1.0,10998,0,0,1,0,1
74323, Focus,3,2.0,15500,0,1,0,0,1
74324, Kuga,3,1.5,16200,0,0,1,1,0
74325, C-MAX,4,1.5,10500,0,0,1,1,0
74326, Focus,5,2.0,13200,0,1,0,1,0
74327, Focus,1,1.0,18698,0,1,0,0,1
74328, Focus,1,1.5,16998,0,1,0,1,0
74329, Fiesta,3,1.0,9998,0,1,0,0,1
74330, EcoSport,3,1.0,9498,0,1,0,0,1
74331, Fiesta,1,1.0,17498,0,1,0,0,1
74332, Focus,1,1.0,15998,1,0,0,0,1
74333, EcoSport,0,1.0,17998,0,1,0,0,1
74334, B-MAX,7,1.4,5698,0,1,0,0,1
74335, Focus,3,1.0,9998,0,1,0,0,1
74336, Fiesta,0,1.0,17298,0,1,0,0,1
74337, Fiesta,1,1.0,16998,0,1,0,0,1
74338, Kuga,1,2.0,23998,0,1,0,1,0
74339, Fiesta,7,1.0,6498,0,1,0,0,1
74340, Grand C-MAX,3,1.0,12498,0,1,0,0,1
74341, Fiesta,7,1.0,4998,0,1,0,0,1
74342, C-MAX,3,1.0,11498,0,1,0,0,1
74343, Focus,3,1.5,11298,0,1,0,1,0
74344, EcoSport,3,1.5,9298,0,1,0,1,0
74345, EcoSport,2,1.0,12998,0,1,0,0,1
74346, Fiesta,2,1.0,14498,0,1,0,0,1
74347, Galaxy,4,2.0,18498,0,1,0,1,0
74348, C-MAX,4,1.0,8498,0,1,0,0,1
74349, Fiesta,5,1.0,8298,0,1,0,0,1
74350, Focus,5,1.5,8498,0,1,0,1,0
74351, Focus,2,1.0,12998,0,1,0,0,1
74352, Focus,1,1.0,16998,0,1,0,0,1
74353, Fiesta,4,1.0,9998,0,1,0,0,1
74354, Kuga,3,2.0,13698,0,1,0,1,0
74355, Focus,3,1.0,13998,0,0,1,0,1
74356, EcoSport,4,1.0,9498,0,1,0,0,1
74357, EcoSport,1,1.0,15984,0,1,0,0,1
74358, EcoSport,3,1.5,8489,0,1,0,0,1
74359, Fiesta,3,1.5,9995,0,1,0,1,0
74360, Fiesta,3,1.0,8498,0,1,0,0,1
74361, Kuga,4,2.0,13498,0,1,0,1,0
74362, Focus,4,1.0,8998,0,1,0,0,1
74363, Kuga,7,2.0,9998,0,0,1,1,0
74364, Kuga,3,2.0,17498,0,1,0,1,0
74365, Fiesta,2,1.0,9998,0,1,0,0,1
74366, Fiesta,3,1.6,11990,0,1,0,0,1
74367, Focus,1,1.5,16899,0,1,0,1,0
74368, EcoSport,1,1.0,15984,0,1,0,0,1
74369, EcoSport,1,1.0,15984,0,1,0,0,1
74370, EcoSport,1,1.0,15984,0,1,0,0,1
74371, EcoSport,1,1.5,13998,0,1,0,1,0
74372, Kuga,3,2.0,17994,0,1,0,1,0
74373, Galaxy,4,2.0,17489,0,0,1,1,0
74374, Kuga,2,2.0,19899,0,0,1,1,0
74375, Fiesta,6,1.2,4699,0,1,0,0,1
74376, EcoSport,3,1.0,9949,0,1,0,0,1
74377, C-MAX,3,1.0,11498,0,1,0,0,1
74378, C-MAX,3,1.0,10898,0,1,0,0,1
74379, C-MAX,2,1.0,12998,0,1,0,0,1
74380, C-MAX,1,1.0,13498,0,1,0,0,1
74381, C-MAX,3,1.5,9998,0,1,0,1,0
74382, Focus,1,2.0,18998,1,0,0,1,0
74383, Fiesta,1,1.1,11798,0,1,0,0,1
74384, Fiesta,1,1.1,11798,0,1,0,0,1
74385, Fiesta,3,1.0,8498,0,1,0,0,1
74386, Kuga,7,2.0,8998,0,1,0,1,0
74387, Focus,1,1.0,14799,0,1,0,0,1
74388, Focus,1,1.0,14799,0,1,0,0,1
74389, Kuga,3,1.5,17498,0,1,0,0,1
74390, Focus,1,1.0,16498,0,1,0,0,1
74391, Focus,2,2.0,19698,0,1,0,0,1
74392, Fiesta,4,1.2,8498,0,1,0,0,1
74393, Focus,4,2.0,16998,0,1,0,0,1
74394, Focus,1,1.0,14998,0,1,0,0,1
74395, Grand Tourneo Connect,1,1.5,19999,0,1,0,1,0
74396, Kuga,1,2.0,20999,1,0,0,1,0
74397, Focus,1,1.0,14998,0,1,0,0,1
74398, Focus,1,1.0,14998,0,1,0,0,1
74399, EcoSport,1,1.5,13998,0,1,0,1,0
74400, Kuga,3,2.0,13898,0,1,0,1,0
74401, Fiesta,4,1.0,11498,0,1,0,0,1
74402, Focus,2,2.0,19698,0,1,0,0,1
74403, Focus,3,1.5,10498,0,1,0,1,0
74404, Mondeo,3,2.0,17498,0,0,1,1,0
74405, Kuga,5,2.0,12498,0,1,0,1,0
74406, Focus,3,1.0,11498,0,1,0,0,1
74407, Fiesta,3,1.0,10998,0,1,0,0,1
74409, Fiesta,5,1.2,8498,0,1,0,0,1
74410, Focus,3,1.0,11998,0,1,0,0,1
74411, Fiesta,1,1.1,11898,0,1,0,0,1
74412, Fiesta,1,1.0,11498,0,1,0,0,1
74413, Fiesta,1,1.0,13298,0,1,0,0,1
74414, C-MAX,4,1.5,9698,0,1,0,1,0
74415, EcoSport,2,1.5,10498,0,1,0,1,0
74416, Kuga,5,2.0,10998,0,1,0,1,0
74417, Fiesta,3,1.1,9598,0,1,0,0,1
74418, Focus,1,1.0,16998,0,1,0,0,1
74419, Fiesta,1,1.0,13498,0,1,0,0,1
74420, Fiesta,4,1.2,6998,0,1,0,0,1
74421, Kuga,3,2.0,15498,0,1,0,1,0
74422, Fiesta,2,1.1,9949,0,1,0,0,1
74423, C-MAX,2,1.5,12998,0,1,0,1,0
74424, Edge,4,2.0,20799,1,0,0,1,0
74425, Fiesta,2,1.1,9489,0,1,0,0,1
74426, Fiesta,1,1.0,13949,0,0,1,0,1
74427, Fiesta,2,1.0,10990,0,1,0,0,1
74428, Kuga,3,2.0,13489,0,1,0,1,0
74429, Focus,5,1.6,7994,0,1,0,1,0
74430, Fiesta,2,1.0,11489,0,1,0,0,1
74431, Kuga,2,1.5,15699,0,1,0,1,0
74432, Focus,0,1.5,19998,0,1,0,1,0
74433, Focus,0,1.5,19489,0,1,0,1,0
74434, Focus,1,1.0,14998,0,1,0,0,1
74435, EcoSport,4,1.5,9199,0,1,0,1,0
74436, C-MAX,3,1.5,10489,0,1,0,1,0
74437, EcoSport,2,1.5,11489,0,1,0,1,0
74438, Mustang,2,2.3,29998,1,0,0,0,1
74439, Mustang,2,5.0,31498,1,0,0,0,1
74440, Focus,2,1.0,11999,0,1,0,0,1
74441, Grand Tourneo Connect,2,1.5,15990,1,0,0,1,0
74442, Focus,1,1.5,16998,1,0,0,0,1
74443, EcoSport,1,1.5,15489,0,1,0,1,0
74444, S-MAX,1,2.0,22489,0,1,0,1,0
74445, S-MAX,1,2.0,22489,0,1,0,1,0
74446, Fiesta,5,1.5,5998,0,1,0,1,0
74447, Focus,3,1.0,10998,0,1,0,0,1
74448, Kuga,6,2.0,11498,0,1,0,1,0
74449, Mustang,4,5.0,24999,0,0,1,0,1
74450, Kuga,3,2.0,15298,0,1,0,1,0
74451, Edge,2,2.0,19498,0,1,0,1,0
74452, Focus,1,1.0,16998,0,1,0,0,1
74453, Grand Tourneo Connect,3,1.5,13998,0,1,0,1,0
74454, B-MAX,3,1.6,11298,0,0,1,0,1
74455, Focus,3,1.5,13398,1,0,0,0,1
74456, Focus,3,2.0,17798,0,1,0,0,1
74457, Kuga,2,1.5,14998,0,1,0,1,0
74458, Focus,5,2.0,13998,0,1,0,0,1
74459, EcoSport,3,1.5,9189,0,1,0,0,1
74460, Fiesta,2,1.0,10399,0,1,0,0,1
74461, Edge,3,2.0,23899,1,0,0,1,0
74462, Fiesta,7,1.2,5330,0,1,0,0,1
74463, EcoSport,1,1.0,15985,0,1,0,0,1
74464, Fiesta,5,1.2,7485,0,1,0,0,1
74465, Kuga,1,1.5,21999,1,0,0,0,1
74466, Fiesta,3,1.0,10850,0,1,0,0,1
74467, Kuga,1,2.0,23250,0,0,1,1,0
74468, Fiesta,4,1.0,7999,0,1,0,0,1
74469, Ka+,2,1.2,7999,0,1,0,0,1
74470, Kuga,7,2.0,7999,0,1,0,1,0
74471, Focus,4,1.0,9699,0,1,0,0,1
74472, Fiesta,3,1.2,8500,0,1,0,0,1
74473, Fiesta,4,1.0,9998,0,1,0,0,1
74474, Focus,1,1.0,15995,0,1,0,0,1
74475, Fiesta,3,1.0,11495,0,1,0,0,1
74476, Fiesta,1,1.0,14698,0,1,0,0,1
74477, Fiesta,4,1.0,9998,0,1,0,0,1
74478, Kuga,7,2.0,9498,0,1,0,1,0
74479, Fiesta,3,1.0,10698,0,0,1,0,1
74480, Kuga,4,2.0,13499,0,1,0,1,0
74481, Kuga,3,2.0,15999,0,1,0,1,0
74482, Kuga,3,2.0,17299,0,1,0,1,0
74483, Focus,1,1.0,14198,0,1,0,0,1
74484, EcoSport,4,1.0,10898,0,1,0,0,1
74485, Fiesta,1,1.0,17298,0,0,1,0,1
74486, B-MAX,7,1.6,5998,0,0,1,0,1
74487, Mondeo,5,2.0,9998,0,1,0,1,0
74488, Ka+,3,1.2,6998,0,1,0,0,1
74489, Focus,3,2.0,16698,0,1,0,1,0
74490, Focus,2,1.0,17298,0,1,0,0,1
74491, Kuga,3,2.0,15498,0,1,0,1,0
74492, Kuga,3,2.0,14298,0,1,0,1,0
74493, C-MAX,4,1.5,9998,0,1,0,1,0
74494, Kuga,1,2.0,22998,0,1,0,1,0
74495, Focus,2,1.0,11598,0,1,0,0,1
74496, Fiesta,2,1.0,10498,0,1,0,0,1
74497, EcoSport,3,1.5,8698,0,1,0,0,1
74498, Focus,3,2.0,17498,0,1,0,0,1
74499, EcoSport,2,1.5,12499,0,1,0,1,0
74500, Ka+,2,1.2,9250,0,1,0,0,1
74501, Focus,3,2.0,16250,0,1,0,1,0
74502, EcoSport,3,1.0,9999,0,1,0,0,1
74503, Focus,3,1.0,10999,0,1,0,0,1
74504, Kuga,1,2.0,18494,0,1,0,1,0
74505, Fiesta,1,1.0,13489,0,0,1,0,1
74506, Fiesta,6,1.0,6995,0,1,0,0,1
74507, Fiesta,2,1.0,11995,0,1,0,0,1
74508, Fiesta,3,1.0,10498,0,1,0,0,1
74509, Focus,3,1.0,11300,0,1,0,0,1
74510, Fiesta,2,1.0,11800,0,1,0,0,1
74511, Focus,3,1.0,10800,0,1,0,0,1
74512, Fiesta,4,1.0,8300,0,1,0,0,1
74513, Focus,2,2.0,18499,0,1,0,0,1
74514, Focus,6,1.0,6800,0,1,0,0,1
74515, Kuga,2,1.5,17000,0,1,0,0,1
74516, Fiesta,3,1.5,8998,0,1,0,1,0
74517, Fiesta,6,1.2,5698,0,1,0,0,1
74518, EcoSport,3,1.5,8998,0,1,0,0,1
74519, Kuga,4,2.0,14998,0,1,0,1,0
74520, Kuga,3,2.0,18500,0,1,0,1,0
74521, Kuga,1,1.5,19298,0,1,0,0,1
74522, Kuga,6,2.0,10798,0,1,0,1,0
74523, Focus,1,1.0,15998,0,1,0,0,1
74524, Fiesta,5,1.0,7298,0,1,0,0,1
74525, EcoSport,3,1.0,10298,0,1,0,0,1
74526, Fiesta,3,1.0,10698,0,1,0,0,1
74527, Fiesta,1,1.0,13998,0,1,0,0,1
74528, Kuga,7,2.0,8298,0,1,0,1,0
74529, Focus,4,1.5,8998,0,1,0,1,0
74530, C-MAX,4,1.0,11298,0,1,0,0,1
74531, Grand C-MAX,4,1.5,10498,0,1,0,1,0
74532, Kuga,7,2.0,8995,0,1,0,1,0
74533, Fiesta,5,1.0,7895,0,1,0,0,1
74534, Focus,2,2.0,18390,0,1,0,0,1
74535, Ka+,2,1.2,7795,0,1,0,0,1
74536, Focus,3,1.0,10795,0,1,0,0,1
74537, Focus,1,1.5,18298,1,0,0,1,0
74538, B-MAX,5,1.6,7698,0,1,0,1,0
74539, Kuga,3,2.0,17698,0,1,0,1,0
74540, Kuga,3,2.0,16998,0,1,0,1,0
74541, C-MAX,2,1.0,12698,0,1,0,0,1
74542, Fiesta,4,1.5,10698,0,1,0,1,0
74543, Kuga,7,2.0,9998,0,0,1,1,0
74544, Kuga,3,2.0,14498,0,1,0,1,0
74545, Fiesta,3,1.0,8998,0,1,0,0,1
74546, C-MAX,3,1.5,11998,0,1,0,1,0
74547, Focus,1,1.0,14000,0,1,0,0,1
74548, EcoSport,1,1.0,16250,0,1,0,0,1
74549, Fiesta,3,1.0,9700,0,1,0,0,1
74550, Kuga,7,1.6,9998,0,1,0,0,1
74551, Grand C-MAX,3,1.5,10998,0,1,0,1,0
74552, Galaxy,4,2.0,15498,0,1,0,1,0
74553, B-MAX,7,1.5,5489,0,1,0,1,0
74554, Kuga,1,1.5,18999,0,1,0,1,0
74555, Fiesta,4,1.6,8449,0,1,0,0,1
74556, C-MAX,4,1.6,8699,0,1,0,1,0
74557, C-MAX,3,1.5,10489,0,1,0,1,0
74558, Kuga,3,1.5,12489,0,1,0,1,0
74559, Kuga,3,1.5,13698,0,1,0,1,0
74560, Focus,2,2.0,18498,0,1,0,1,0
74561, B-MAX,5,1.5,7298,0,1,0,1,0
74562, Focus,3,1.0,9998,0,1,0,0,1
74563, Kuga,3,2.0,17498,0,1,0,1,0
74564, S-MAX,3,2.0,18999,0,1,0,1,0
74565, EcoSport,3,1.0,9489,0,1,0,0,1
74566, Edge,3,2.0,20994,1,0,0,1,0
74567, C-MAX,2,1.5,11998,0,1,0,1,0
74568, Fiesta,6,1.2,6250,0,1,0,0,1
74569, Fiesta,6,1.5,5950,0,1,0,1,0
74570, Focus,3,1.5,10900,0,1,0,1,0
74571, Focus,3,1.0,11200,0,1,0,0,1
74572, Focus,3,1.0,9250,0,1,0,0,1
74573, Fiesta,2,1.0,10300,0,1,0,0,1
74574, C-MAX,1,1.0,13000,0,1,0,0,1
74575, Focus,4,1.5,7000,0,1,0,1,0
74576, Fiesta,5,1.0,9200,0,1,0,0,1
74577, S-MAX,1,2.0,24995,0,1,0,1,0
74578, Fiesta,4,1.0,8298,0,1,0,0,1
74579, C-MAX,3,1.5,9298,0,1,0,1,0
74580, Focus,1,1.0,16698,0,1,0,0,1
74581, Focus,1,2.0,23698,0,1,0,1,0
74582, Focus,1,1.5,20398,0,1,0,1,0
74583, Fiesta,4,1.0,9698,0,1,0,0,1
74584, Kuga,2,1.5,17998,0,1,0,0,1
74585, Fiesta,1,1.0,13698,0,1,0,0,1
74586, Focus,4,1.0,9998,0,1,0,0,1
74587, Fiesta,4,1.2,7298,0,1,0,0,1
74588, Focus,7,1.6,5698,0,1,0,1,0
74589, Kuga,6,2.0,8998,0,1,0,1,0
74590, Fiesta,2,1.0,12998,0,1,0,0,1
74591, Mondeo,4,2.0,12498,0,1,0,1,0
74592, Tourneo Custom,1,2.0,20990,0,1,0,1,0
74593, Tourneo Custom,1,2.0,29999,0,1,0,1,0
74594, EcoSport,1,1.5,15489,0,1,0,1,0
74595, Focus,1,1.5,15998,0,1,0,1,0
74596, Grand Tourneo Connect,1,1.5,19999,0,1,0,1,0
74597, Focus,4,1.5,8489,0,1,0,1,0
74598, Fiesta,2,1.1,9490,0,1,0,0,1
74599, Focus,3,1.5,12490,0,1,0,0,1
74600, Ka+,3,1.2,6490,0,1,0,0,1
74601, Focus,4,2.0,14790,0,1,0,0,1
74602, Focus,3,1.5,12498,0,1,0,1,0
74603, Focus,2,2.0,18998,0,1,0,1,0
74604, Focus,5,1.6,9598,0,1,0,1,0
74605, Focus,3,1.5,10498,0,1,0,1,0
74606, Fiesta,5,1.2,7998,0,1,0,0,1
74607, Grand C-MAX,4,1.5,9998,0,1,0,1,0
74608, Focus,1,1.5,16250,0,1,0,1,0
74609, Focus,1,1.5,18450,1,0,0,1,0
74610, Focus,2,1.0,9950,0,1,0,0,1
74611, Ka+,1,1.2,9950,0,1,0,0,1
74612, Ka+,1,1.2,9950,0,1,0,0,1
74613, Ka+,1,1.2,9950,0,1,0,0,1
74614, Fiesta,5,1.0,8498,0,1,0,0,1
74615, B-MAX,6,1.0,5998,0,1,0,0,1
74616, EcoSport,3,1.0,9998,0,1,0,0,1
74617, Focus,4,1.0,9998,0,1,0,0,1
74618, Focus,1,1.0,16998,0,1,0,0,1
74619, Focus,3,2.0,16998,1,0,0,1,0
74620, Kuga,6,2.0,11198,0,1,0,1,0
74621, Focus,1,1.5,14498,0,1,0,1,0
74622, Fiesta,4,1.2,7998,0,1,0,0,1
74623, Fiesta,4,1.0,9998,0,1,0,0,1
74624, Focus,1,1.5,17998,0,1,0,1,0
74625, B-MAX,6,1.6,6498,0,1,0,1,0
74626, Kuga,1,1.5,19998,1,0,0,0,1
74627, EcoSport,4,1.5,8698,0,1,0,1,0
74628, Fiesta,3,1.5,10698,0,1,0,1,0
74629, EcoSport,2,1.0,13698,0,1,0,0,1
74630, Fiesta,1,1.0,13498,0,1,0,0,1
74631, Fiesta,4,1.2,8498,0,1,0,0,1
74632, Fiesta,6,1.2,6298,0,1,0,0,1
74633, Fiesta,1,1.1,11698,0,1,0,0,1
74634, Kuga,3,2.0,13998,0,1,0,1,0
74635, Fiesta,4,1.6,8498,0,0,1,0,1
74636, Focus,2,1.0,13998,0,1,0,0,1
74637, S-MAX,4,2.0,14498,0,1,0,1,0
74638, Fiesta,2,1.0,11950,0,1,0,0,1
74639, Fiesta,1,1.1,11395,0,1,0,0,1
74640, Grand Tourneo Connect,2,1.5,15990,1,0,0,1,0
74641, Fiesta,2,1.0,10990,0,1,0,0,1
74642, Kuga,1,1.5,18489,0,1,0,1,0
74643, EcoSport,3,1.0,9489,0,1,0,0,1
74644, Fiesta,3,1.5,9795,0,1,0,1,0
74645, Kuga,3,2.0,15995,0,1,0,1,0
74646, Kuga,1,2.0,18495,0,1,0,1,0
74647, Focus,2,1.5,11995,0,1,0,1,0
74648, Fiesta,2,1.0,9998,0,1,0,0,1
74649, Fiesta,1,1.0,14998,0,1,0,0,1
74650, Fiesta,5,1.2,8000,0,1,0,0,1
