,model,age,engineSize,price,Automatic,Manual,Semi-Auto,Diesel,Petrol
9213, Auris,4,1.2,9998,0,1,0,0,1
9217, Auris,3,1.2,10495,0,1,0,0,1
9220, Auris,2,1.2,11995,0,1,0,0,1
9221, Auris,4,1.4,9495,0,1,0,1,0
9223, Auris,3,1.2,11250,0,1,0,0,1
9226, Auris,3,1.6,11250,0,1,0,1,0
9227, Auris,2,1.2,13000,0,1,0,0,1
9228, Auris,3,1.2,9500,0,1,0,0,1
9235, Auris,5,1.4,7965,0,1,0,1,0
9236, Auris,4,1.2,9288,0,1,0,0,1
9242, Auris,3,1.2,11290,0,1,0,0,1
9243, Auris,3,1.2,10980,0,1,0,0,1
9246, Auris,4,1.2,9295,0,1,0,0,1
9251, Auris,6,1.6,6700,0,1,0,0,1
9256, Auris,3,1.2,10498,0,1,0,0,1
9259, Auris,2,1.2,10990,0,1,0,0,1
9260, Auris,4,1.2,11990,1,0,0,0,1
9262, Auris,5,1.2,10995,0,1,0,0,1
9265, Auris,3,1.2,10795,0,1,0,0,1
9269, Auris,3,1.2,9995,0,1,0,0,1
9271, Auris,6,1.3,7600,0,1,0,0,1
9280, Auris,4,1.6,8290,0,1,0,1,0
9287, Auris,2,1.2,12995,0,1,0,0,1
9288, Auris,3,1.2,11695,1,0,0,0,1
9293, Auris,3,1.2,10990,0,1,0,0,1
9296, Auris,2,1.2,11995,0,1,0,0,1
9298, Auris,6,1.6,6291,0,1,0,0,1
9299, Auris,5,1.2,8290,0,1,0,0,1
9300, Auris,3,1.6,9998,0,1,0,1,0
9309, Auris,7,1.4,6095,0,1,0,1,0
9314, Auris,4,1.2,9195,0,1,0,0,1
9316, Auris,2,1.2,11699,0,1,0,0,1
9321, Auris,3,1.2,9998,0,1,0,0,1
9326, Auris,4,1.2,10395,0,1,0,0,1
9335, Auris,3,1.2,11500,1,0,0,0,1
9336, Auris,3,1.2,11691,0,1,0,0,1
9338, Auris,3,1.2,9600,0,1,0,0,1
9339, Auris,5,1.6,8944,0,1,0,0,1
9340, Auris,7,1.6,7209,0,1,0,0,1
9342, Auris,6,1.6,7210,0,1,0,0,1
9347, Auris,4,1.6,8992,0,1,0,1,0
9349, Auris,4,1.6,8992,0,1,0,1,0
9353, Auris,4,1.6,8500,0,1,0,1,0
9354, Auris,7,1.6,7299,0,1,0,0,1
9356, Auris,3,1.2,10990,0,1,0,0,1
9362, Auris,6,1.6,8995,0,0,1,0,1
9363, Auris,5,1.2,9690,1,0,0,0,1
9364, Auris,3,1.2,9491,0,1,0,0,1
9365, Auris,3,1.2,10495,0,1,0,0,1
9372, Auris,2,1.2,11998,1,0,0,0,1
9375, Auris,5,1.6,8191,0,1,0,0,1
9377, Auris,3,1.2,10351,0,1,0,0,1
9380, Auris,5,1.4,8291,0,1,0,1,0
9384, Auris,3,1.6,9392,0,1,0,1,0
9385, Auris,4,1.2,10995,0,1,0,0,1
9394, Auris,5,1.2,10499,0,1,0,0,1
9398, Auris,3,1.2,11295,1,0,0,0,1
9401, Auris,7,1.6,6622,0,1,0,0,1
9402, Auris,7,1.6,6622,0,1,0,0,1
9408, Auris,4,1.2,10445,0,1,0,0,1
9412, Auris,2,1.2,13490,0,1,0,0,1
9418, Auris,5,1.6,9495,0,1,0,1,0
9430, Auris,7,1.6,6000,0,1,0,0,1
9433, Auris,3,1.2,12495,0,1,0,0,1
9434, Auris,5,1.6,8095,0,1,0,0,1
9439, Auris,3,1.2,11495,1,0,0,0,1
9441, Auris,4,1.2,10795,0,1,0,0,1
9443, Auris,3,1.2,11890,0,1,0,0,1
9444, Auris,6,1.4,7290,0,1,0,1,0
9445, Auris,3,1.2,13997,1,0,0,0,1
9447, Auris,7,1.6,7995,0,1,0,0,1
9450, Auris,3,1.2,12495,1,0,0,0,1
9451, Auris,5,1.2,9995,0,1,0,0,1
9452, Auris,6,1.4,6499,0,1,0,1,0
9455, Auris,3,1.2,12495,0,1,0,0,1
9456, Auris,4,1.4,7995,0,1,0,1,0
9459, Auris,3,1.2,11995,0,1,0,0,1
9460, Auris,7,1.4,6995,0,1,0,1,0
9461, Auris,3,1.2,12550,0,1,0,0,1
9467, Auris,2,1.2,12995,0,1,0,0,1
9471, Auris,3,1.2,9995,0,1,0,0,1
9478, Auris,4,1.2,9995,0,1,0,0,1
9481, Auris,2,1.2,11995,0,1,0,0,1
9483, Auris,3,1.2,11999,0,1,0,0,1
9484, Auris,4,1.2,8871,0,1,0,0,1
9486, Auris,6,1.6,9989,0,0,1,0,1
9499, Auris,3,1.2,10750,0,1,0,0,1
9509, Auris,2,1.2,11795,0,1,0,0,1
9512, Auris,3,1.2,12250,0,1,0,0,1
9533, Auris,3,1.3,8790,0,1,0,0,1
9534, Auris,4,1.6,8990,0,1,0,1,0
9535, Auris,3,1.2,11590,0,1,0,0,1
9539, Auris,2,1.2,13395,0,1,0,0,1
9545, Auris,2,1.2,11395,0,1,0,0,1
9551, Auris,3,1.2,11795,0,1,0,0,1
9559, Auris,4,1.2,11968,1,0,0,0,1
9561, Auris,4,1.2,9990,0,1,0,0,1
9571, Auris,4,1.2,9717,0,1,0,0,1
9575, Auris,9,1.8,7995,1,0,0,0,1
9577, Auris,3,1.2,10795,0,1,0,0,1
9578, Auris,6,1.6,6995,0,1,0,0,1
9579, Auris,6,1.6,9000,1,0,0,0,1
9580, Auris,5,1.6,8100,0,1,0,1,0
9583, Auris,5,1.6,10499,0,1,0,1,0
9586, Auris,6,1.6,7625,0,1,0,0,1
9590, Auris,5,1.2,8199,0,1,0,0,1
9591, Auris,6,1.6,7995,0,1,0,0,1
9592, Auris,2,1.2,12794,0,1,0,0,1
9593, Auris,4,1.2,10290,0,1,0,0,1
9594, Auris,4,1.2,8799,0,1,0,0,1
9596, Auris,8,1.6,5458,0,1,0,0,1
9597, Auris,6,1.6,7599,0,1,0,0,1
9599, Auris,5,1.6,8378,0,1,0,1,0
9600, Auris,7,1.3,6727,0,1,0,0,1
9601, Auris,7,1.3,5899,0,1,0,0,1
9603, Auris,5,1.6,7295,0,1,0,0,1
9605, Auris,10,1.4,4495,0,1,0,1,0
9613, Auris,5,1.4,8395,0,1,0,1,0
9617, Auris,5,1.2,7000,0,1,0,0,1
9619, Auris,7,1.6,7750,1,0,0,0,1
9622, Auris,7,1.8,9700,1,0,0,0,1
9624, Auris,3,1.2,10300,0,1,0,0,1
9625, Auris,3,1.2,10295,0,1,0,0,1
9627, Auris,3,1.2,9995,0,1,0,0,1
9628, Auris,5,1.4,8295,0,1,0,1,0
9630, Auris,3,1.2,10761,0,1,0,0,1
9636, Auris,3,1.2,11975,1,0,0,0,1
9639, Auris,3,1.2,10985,0,1,0,0,1
9643, Auris,9,1.8,4999,1,0,0,0,1
9645, Auris,6,1.4,7275,0,1,0,1,0
9648, Auris,7,1.6,8495,0,1,0,0,1
9651, Auris,7,1.6,7475,0,1,0,0,1
9653, Auris,4,1.6,9399,0,1,0,1,0
9656, Auris,6,1.6,7750,0,1,0,0,1
9658, Auris,4,1.2,8961,0,1,0,0,1
9662, Auris,7,1.4,6499,0,1,0,1,0
9664, Auris,3,1.2,11699,0,1,0,0,1
9666, Auris,4,1.2,9450,0,1,0,0,1
9669, Auris,7,1.4,6450,0,1,0,1,0
9674, Auris,2,1.2,12950,0,1,0,0,1
9675, Auris,3,1.2,11793,1,0,0,0,1
9677, Auris,3,1.2,11793,0,1,0,0,1
9688, Auris,3,1.2,9990,0,1,0,0,1
9689, Auris,3,1.2,11990,0,1,0,0,1
9692, Auris,4,1.2,8750,0,1,0,0,1
9694, Auris,7,1.3,7000,0,1,0,0,1
9695, Auris,8,1.6,5200,0,1,0,0,1
9703, Auris,8,1.3,4995,0,1,0,0,1
9708, Auris,3,1.2,10490,1,0,0,0,1
9715, Auris,6,1.6,9600,1,0,0,0,1
9727, Auris,6,1.6,10000,0,1,0,0,1
9728, Auris,4,1.6,8995,0,1,0,1,0
9735, Auris,7,1.6,8490,1,0,0,0,1
9747, Auris,4,1.2,11950,1,0,0,0,1
9748, Auris,3,1.2,11500,0,1,0,0,1
9753, Auris,6,1.6,8250,0,1,0,0,1
9768, Auris,3,1.2,12000,1,0,0,0,1
9776, Auris,6,1.8,11500,1,0,0,0,1
9784, Auris,5,1.3,7980,0,1,0,0,1
9795, Auris,4,1.8,13499,1,0,0,0,1
9805, Auris,3,1.8,14990,0,1,0,0,1
9812, Aygo,3,1.0,7100,0,1,0,0,1
9813, Aygo,4,1.0,6500,0,1,0,0,1
9814, Aygo,3,1.0,7650,0,1,0,0,1
9815, Aygo,4,1.0,6999,0,1,0,0,1
9816, Aygo,5,1.0,6495,0,1,0,0,1
9817, Aygo,2,1.0,8998,0,0,1,0,1
9818, Aygo,3,1.0,6998,0,1,0,0,1
9819, Aygo,3,1.0,6698,0,1,0,0,1
9820, Aygo,3,1.0,7498,0,1,0,0,1
9821, Aygo,3,1.0,6800,0,1,0,0,1
9822, Aygo,3,1.0,7498,0,1,0,0,1
9823, Aygo,1,1.0,9998,0,1,0,0,1
9824, Aygo,3,1.0,7998,0,1,0,0,1
9825, Aygo,1,1.0,9498,0,1,0,0,1
9826, Aygo,6,1.0,5985,0,1,0,0,1
9827, Aygo,3,1.0,6522,0,1,0,0,1
9828, Aygo,4,1.0,6995,0,1,0,0,1
9829, Aygo,3,1.0,6995,0,1,0,0,1
9830, Aygo,3,1.0,7495,0,1,0,0,1
9831, Aygo,3,1.0,6895,0,1,0,0,1
9832, Aygo,4,1.0,6995,0,1,0,0,1
9833, Aygo,3,1.0,6995,0,1,0,0,1
9834, Aygo,3,1.0,6795,0,1,0,0,1
9835, Aygo,4,1.0,6495,0,1,0,0,1
9836, Aygo,3,1.0,7395,0,1,0,0,1
9837, Aygo,3,1.0,7995,0,1,0,0,1
9838, Aygo,3,1.0,6522,0,1,0,0,1
9839, Aygo,3,1.0,6495,0,1,0,0,1
9840, Aygo,3,1.0,6995,0,1,0,0,1
9841, Aygo,4,1.0,5995,0,1,0,0,1
9842, Aygo,1,1.0,10995,0,1,0,0,1
9843, Aygo,1,1.0,9998,0,1,0,0,1
9844, Aygo,3,1.0,8495,1,0,0,0,1
9845, Aygo,1,1.0,10295,0,1,0,0,1
9846, Aygo,2,1.0,8890,0,1,0,0,1
9847, Aygo,3,1.0,6798,0,1,0,0,1
9848, Aygo,3,1.0,7498,0,1,0,0,1
9849, Aygo,3,1.0,7998,0,1,0,0,1
9850, Aygo,1,1.0,9260,0,1,0,0,1
9851, Aygo,4,1.0,6295,0,1,0,0,1
9852, Aygo,3,1.0,7298,0,1,0,0,1
9853, Aygo,3,1.0,7498,0,1,0,0,1
9854, Aygo,1,1.0,9995,0,1,0,0,1
9855, Aygo,1,1.0,10995,0,0,1,0,1
9856, Aygo,3,1.0,7498,0,1,0,0,1
9857, Aygo,3,1.0,9298,0,0,1,0,1
9858, Aygo,6,1.0,5698,0,1,0,0,1
9859, Aygo,1,1.0,9998,0,1,0,0,1
9860, Aygo,3,1.0,7498,0,1,0,0,1
9861, Aygo,4,1.0,6998,0,1,0,0,1
9862, Aygo,6,1.0,4290,0,1,0,0,1
9863, Aygo,6,1.0,4998,0,1,0,0,1
9864, Aygo,3,1.0,6498,0,1,0,0,1
9865, Aygo,1,1.0,8998,0,1,0,0,1
9866, Aygo,4,1.0,6998,0,1,0,0,1
9867, Aygo,3,1.0,7498,0,1,0,0,1
9868, Aygo,4,1.0,6498,0,1,0,0,1
9869, Aygo,2,1.0,8498,0,0,1,0,1
9870, Aygo,3,1.0,7998,0,1,0,0,1
9871, Aygo,4,1.0,6498,0,1,0,0,1
9872, Aygo,6,1.0,5498,0,1,0,0,1
9873, Aygo,3,1.0,8498,0,1,0,0,1
9874, Aygo,3,1.0,7498,0,1,0,0,1
9875, Aygo,3,1.0,6798,0,1,0,0,1
9876, Aygo,3,1.0,7998,0,1,0,0,1
9877, Aygo,3,1.0,7298,0,1,0,0,1
9878, Aygo,3,1.0,6998,0,1,0,0,1
9879, Aygo,3,1.0,6998,0,1,0,0,1
9880, Aygo,3,1.0,7998,0,1,0,0,1
9881, Aygo,2,1.0,7998,0,1,0,0,1
9882, Aygo,5,1.0,5998,0,1,0,0,1
9883, Aygo,5,1.0,6498,0,1,0,0,1
9884, Aygo,2,1.0,7698,0,1,0,0,1
9885, Aygo,3,1.0,8998,0,1,0,0,1
9886, Aygo,3,1.0,8998,0,1,0,0,1
9887, Aygo,3,1.0,7998,0,1,0,0,1
9888, Aygo,3,1.0,7998,0,1,0,0,1
9889, Aygo,6,1.0,5998,0,1,0,0,1
9890, Aygo,2,1.0,8998,0,1,0,0,1
9891, Aygo,3,1.0,7498,0,1,0,0,1
9892, Aygo,2,1.0,9298,0,1,0,0,1
9893, Aygo,3,1.0,7698,0,1,0,0,1
9894, Aygo,3,1.0,7998,0,1,0,0,1
9895, Aygo,3,1.0,8498,0,1,0,0,1
9896, Aygo,3,1.0,8498,0,1,0,0,1
9897, Aygo,2,1.0,8498,0,1,0,0,1
9898, Aygo,2,1.0,8298,0,1,0,0,1
9899, Aygo,1,1.0,8998,0,1,0,0,1
9900, Aygo,5,1.0,6470,0,1,0,0,1
9901, Aygo,3,1.0,8498,0,1,0,0,1
9902, Aygo,3,1.0,6998,0,1,0,0,1
9903, Aygo,2,1.0,7990,0,1,0,0,1
9904, Aygo,3,1.0,7498,0,1,0,0,1
9905, Aygo,3,1.0,7498,0,1,0,0,1
9906, Aygo,3,1.0,7498,0,1,0,0,1
9907, Aygo,3,1.0,9440,0,0,1,0,1
9908, Aygo,3,1.0,5998,0,1,0,0,1
9909, Aygo,3,1.0,7498,0,1,0,0,1
9910, Aygo,1,1.0,8998,0,1,0,0,1
9911, Aygo,3,1.0,6298,0,1,0,0,1
9912, Aygo,3,1.0,6698,0,1,0,0,1
9913, Aygo,4,1.0,7130,0,1,0,0,1
9914, Aygo,7,1.0,4320,0,1,0,0,1
9915, Aygo,1,1.0,9990,0,1,0,0,1
9916, Aygo,6,1.0,4495,0,1,0,0,1
9917, Aygo,4,1.0,7298,0,1,0,0,1
9918, Aygo,0,1.0,9995,0,1,0,0,1
9919, Aygo,3,1.0,7698,0,1,0,0,1
9920, Aygo,3,1.0,7698,0,1,0,0,1
9921, Aygo,3,1.0,7698,0,1,0,0,1
9922, Aygo,3,1.0,7698,0,1,0,0,1
9923, Aygo,1,1.0,9495,0,1,0,0,1
9924, Aygo,6,1.0,5498,0,1,0,0,1
9925, Aygo,1,1.0,9998,0,1,0,0,1
9926, Aygo,1,1.0,8998,0,1,0,0,1
9927, Aygo,3,1.0,7990,0,1,0,0,1
9928, Aygo,3,1.0,8990,0,0,1,0,1
9929, Aygo,5,1.0,5620,0,1,0,0,1
9930, Aygo,3,1.0,9498,0,0,1,0,1
9931, Aygo,3,1.0,8998,0,0,1,0,1
9932, Aygo,6,1.0,6298,0,1,0,0,1
9933, Aygo,3,1.0,7998,0,1,0,0,1
9934, Aygo,3,1.0,6998,0,1,0,0,1
9935, Aygo,2,1.0,7998,0,1,0,0,1
9936, Aygo,3,1.0,8998,0,1,0,0,1
9937, Aygo,3,1.0,7698,0,1,0,0,1
9938, Aygo,3,1.0,7695,0,1,0,0,1
9939, Aygo,6,1.0,4798,0,1,0,0,1
9940, Aygo,5,1.0,6498,0,1,0,0,1
9941, Aygo,3,1.0,7998,0,1,0,0,1
9942, Aygo,1,1.0,9495,0,1,0,0,1
9943, Aygo,3,1.0,5295,0,1,0,0,1
9944, Aygo,4,1.0,5295,0,1,0,0,1
9945, Aygo,2,1.0,6995,0,1,0,0,1
9946, Aygo,5,1.0,5498,0,1,0,0,1
9947, Aygo,1,1.0,9498,0,1,0,0,1
9948, Aygo,5,1.0,6380,0,1,0,0,1
9949, Aygo,5,1.0,6698,0,1,0,0,1
9950, Aygo,4,1.0,6698,0,1,0,0,1
9951, Aygo,1,1.0,11990,0,1,0,0,1
9952, Aygo,3,1.0,7698,0,1,0,0,1
9953, Aygo,2,1.0,8298,0,1,0,0,1
9954, Aygo,3,1.0,7990,0,1,0,0,1
9955, Aygo,2,1.0,8490,0,1,0,0,1
9956, Aygo,4,1.0,6698,0,1,0,0,1
9957, Aygo,3,1.0,7698,0,1,0,0,1
9958, Aygo,3,1.0,6498,0,1,0,0,1
9959, Aygo,3,1.0,7598,0,1,0,0,1
9960, Aygo,3,1.0,7498,0,1,0,0,1
9961, Aygo,3,1.0,7498,0,1,0,0,1
9962, Aygo,3,1.0,7295,0,1,0,0,1
9963, Aygo,3,1.0,8495,0,1,0,0,1
9964, Aygo,3,1.0,7498,0,1,0,0,1
9965, Aygo,2,1.0,7170,0,1,0,0,1
9966, Aygo,5,1.0,5990,0,1,0,0,1
9967, Aygo,6,1.0,6090,0,1,0,0,1
9968, Aygo,3,1.0,6998,0,1,0,0,1
9969, Aygo,3,1.0,7998,0,1,0,0,1
9970, Aygo,3,1.0,8795,0,1,0,0,1
9971, Aygo,1,1.0,10995,0,1,0,0,1
9972, Aygo,3,1.0,7695,0,1,0,0,1
9973, Aygo,5,1.0,4998,0,1,0,0,1
9974, Aygo,2,1.0,7998,0,1,0,0,1
9975, Aygo,3,1.0,7498,0,1,0,0,1
9976, Aygo,3,1.0,7498,0,1,0,0,1
9977, Aygo,3,1.0,6498,0,1,0,0,1
9978, Aygo,3,1.0,7998,0,1,0,0,1
9979, Aygo,2,1.0,8698,0,1,0,0,1
9980, Aygo,3,1.0,6495,0,1,0,0,1
9981, Aygo,2,1.0,7410,0,1,0,0,1
9982, Aygo,3,1.0,6298,0,1,0,0,1
9983, Aygo,3,1.0,7888,0,1,0,0,1
9984, Aygo,3,1.0,6244,0,1,0,0,1
9985, Aygo,5,1.0,6998,0,1,0,0,1
9986, Aygo,3,1.0,7998,0,1,0,0,1
9987, Aygo,4,1.0,7950,0,1,0,0,1
9988, Aygo,1,1.0,8998,0,1,0,0,1
9989, Aygo,3,1.0,6998,0,1,0,0,1
9990, Aygo,4,1.0,6698,0,1,0,0,1
9991, Aygo,3,1.0,7498,0,1,0,0,1
9992, Aygo,3,1.0,7498,0,1,0,0,1
9993, Aygo,3,1.0,9498,0,0,1,0,1
9994, Aygo,3,1.0,7698,0,1,0,0,1
9995, Aygo,3,1.0,7998,0,1,0,0,1
9996, Aygo,3,1.0,7698,0,1,0,0,1
9997, Aygo,3,1.0,7698,0,1,0,0,1
9998, Aygo,4,1.0,6695,0,1,0,0,1
9999, Aygo,4,1.0,8450,0,1,0,0,1
10000, Aygo,4,1.0,8450,0,1,0,0,1
10001, Aygo,2,1.0,7711,0,1,0,0,1
10002, Aygo,1,1.0,8199,0,1,0,0,1
10003, Aygo,3,1.0,8995,0,1,0,0,1
10004, Aygo,0,1.0,10295,0,1,0,0,1
10005, Aygo,2,1.0,8490,0,1,0,0,1
10006, Aygo,5,1.0,5945,0,1,0,0,1
10007, Aygo,6,1.0,5995,0,1,0,0,1
10008, Aygo,3,1.0,7795,0,1,0,0,1
10009, Aygo,1,1.0,9650,0,1,0,0,1
10010, Aygo,5,1.0,5695,0,1,0,0,1
10011, Aygo,3,1.0,7995,0,1,0,0,1
10012, Aygo,3,1.0,7995,0,1,0,0,1
10013, Aygo,1,1.0,9995,0,1,0,0,1
10014, Aygo,1,1.0,10695,0,0,1,0,1
10015, Aygo,3,1.0,7795,0,1,0,0,1
10016, Aygo,3,1.0,9995,0,0,1,0,1
10017, Aygo,4,1.0,6000,0,1,0,0,1
10018, Aygo,2,1.0,7495,0,1,0,0,1
10019, Aygo,2,1.0,7995,0,1,0,0,1
10020, Aygo,3,1.0,7995,0,1,0,0,1
10021, Aygo,6,1.0,5395,0,1,0,0,1
10022, Aygo,2,1.0,5790,0,1,0,0,1
10023, Aygo,5,1.0,4350,0,1,0,0,1
10024, Aygo,3,1.0,5995,0,1,0,0,1
10025, Aygo,3,1.0,7380,0,1,0,0,1
10026, Aygo,7,1.0,3990,0,1,0,0,1
10027, Aygo,5,1.0,5050,0,1,0,0,1
10028, Aygo,3,1.0,5444,0,1,0,0,1
10029, Aygo,3,1.0,7250,0,1,0,0,1
10030, Aygo,2,1.0,7995,0,1,0,0,1
10031, Aygo,3,1.0,7000,0,1,0,0,1
10032, Aygo,2,1.0,8995,0,1,0,0,1
10033, Aygo,3,1.0,7000,0,1,0,0,1
10034, Aygo,3,1.0,7495,0,1,0,0,1
10035, Aygo,4,1.0,6500,0,1,0,0,1
10036, Aygo,4,1.0,7495,0,1,0,0,1
10037, Aygo,1,1.0,9995,0,1,0,0,1
10038, Aygo,3,1.0,8795,0,1,0,0,1
10039, Aygo,6,1.0,6295,0,1,0,0,1
10040, Aygo,3,1.0,7750,0,1,0,0,1
10041, Aygo,3,1.0,7750,0,1,0,0,1
10042, Aygo,1,1.0,10500,0,1,0,0,1
10043, Aygo,3,1.0,9490,0,0,1,0,1
10044, Aygo,1,1.0,9510,0,1,0,0,1
10045, Aygo,6,1.0,6000,0,1,0,0,1
10046, Aygo,3,1.0,5770,0,1,0,0,1
10047, Aygo,3,1.0,8250,0,1,0,0,1
10048, Aygo,5,1.0,6500,0,1,0,0,1
10049, Aygo,4,1.0,7971,0,1,0,0,1
10050, Aygo,2,1.0,7990,0,1,0,0,1
10051, Aygo,5,1.0,4990,0,1,0,0,1
10052, Aygo,6,1.0,4998,0,1,0,0,1
10053, Aygo,1,1.0,10000,0,1,0,0,1
10054, Aygo,1,1.0,10000,0,1,0,0,1
10055, Aygo,5,1.0,6000,0,1,0,0,1
10056, Aygo,1,1.0,10000,0,1,0,0,1
10057, Aygo,2,1.0,8250,0,1,0,0,1
10058, Aygo,6,1.0,5230,0,1,0,0,1
10059, Aygo,2,1.0,8500,0,1,0,0,1
10060, Aygo,2,1.0,7500,0,1,0,0,1
10061, Aygo,3,1.0,7500,0,1,0,0,1
10062, Aygo,2,1.0,8250,0,1,0,0,1
10063, Aygo,4,1.0,8000,0,1,0,0,1
10064, Aygo,2,1.0,7695,0,1,0,0,1
10065, Aygo,1,1.0,10000,0,1,0,0,1
10066, Aygo,1,1.0,10000,0,1,0,0,1
10067, Aygo,5,1.0,5999,0,1,0,0,1
10068, Aygo,5,1.0,6250,0,1,0,0,1
10069, Aygo,3,1.0,7750,0,1,0,0,1
10070, Aygo,3,1.0,7750,0,1,0,0,1
10071, Aygo,4,1.0,8000,0,1,0,0,1
10072, Aygo,4,1.0,8000,0,1,0,0,1
10073, Aygo,3,1.0,6500,0,1,0,0,1
10074, Aygo,3,1.0,7000,0,1,0,0,1
10075, Aygo,3,1.0,7750,0,1,0,0,1
10076, Aygo,3,1.0,8500,0,1,0,0,1
10077, Aygo,1,1.0,9790,0,1,0,0,1
10078, Aygo,3,1.0,9000,0,1,0,0,1
10079, Aygo,3,1.0,8000,0,1,0,0,1
10080, Aygo,6,1.0,5500,0,1,0,0,1
10081, Aygo,1,1.0,8980,0,1,0,0,1
10082, Aygo,4,1.0,7250,0,1,0,0,1
10083, Aygo,4,1.0,7500,0,1,0,0,1
10084, Aygo,4,1.0,5870,0,1,0,0,1
10085, Aygo,5,1.0,5150,0,1,0,0,1
10086, Aygo,1,1.0,8790,0,1,0,0,1
10087, Aygo,0,1.0,9680,0,1,0,0,1
10088, Aygo,2,1.0,7980,0,1,0,0,1
10089, Aygo,2,1.0,7780,0,1,0,0,1
10090, Aygo,3,1.0,5790,0,1,0,0,1
10091, Aygo,3,1.0,7500,0,1,0,0,1
10092, Aygo,3,1.0,8250,0,1,0,0,1
10093, Aygo,3,1.0,7999,0,1,0,0,1
10094, Aygo,4,1.0,6550,0,1,0,0,1
10095, Aygo,5,1.0,6330,0,1,0,0,1
10096, Aygo,3,1.0,7990,0,0,1,0,1
10097, Aygo,3,1.0,8298,0,1,0,0,1
10098, Aygo,2,1.0,6298,0,1,0,0,1
10099, Aygo,5,1.0,5610,0,1,0,0,1
10100, Aygo,5,1.0,5875,0,1,0,0,1
10101, Aygo,2,1.0,6657,0,1,0,0,1
10102, Aygo,3,1.0,8499,0,1,0,0,1
10103, Aygo,4,1.0,6465,0,1,0,0,1
10104, Aygo,4,1.0,6995,0,1,0,0,1
10105, Aygo,4,1.0,7495,0,1,0,0,1
10106, Aygo,3,1.0,7995,0,1,0,0,1
10107, Aygo,5,1.0,6995,0,1,0,0,1
10108, Aygo,1,1.0,9995,0,1,0,0,1
10109, Aygo,2,1.0,6790,0,1,0,0,1
10110, Aygo,4,1.0,7291,0,0,1,0,1
10111, Aygo,1,1.0,9295,0,1,0,0,1
10112, Aygo,1,1.0,9295,0,1,0,0,1
10113, Aygo,2,1.0,8788,0,1,0,0,1
10114, Aygo,1,1.0,9990,0,0,1,0,1
10115, Aygo,2,1.0,8690,0,1,0,0,1
10116, Aygo,2,1.0,8490,0,1,0,0,1
10117, Aygo,4,1.0,8000,0,0,1,0,1
10118, Aygo,2,1.0,8790,0,1,0,0,1
10119, Aygo,1,1.0,9290,0,1,0,0,1
10120, Aygo,3,1.0,7000,0,1,0,0,1
10121, Aygo,1,1.0,8990,0,1,0,0,1
10122, Aygo,1,1.0,9990,0,1,0,0,1
10123, Aygo,1,1.0,10980,0,1,0,0,1
10124, Aygo,3,1.0,7480,0,1,0,0,1
10125, Aygo,5,1.0,5498,0,1,0,0,1
10126, Aygo,2,1.0,9488,0,0,1,0,1
10127, Aygo,1,1.0,7890,0,1,0,0,1
10128, Aygo,1,1.0,8790,0,1,0,0,1
10129, Aygo,3,1.0,6490,0,1,0,0,1
10130, Aygo,5,1.0,5995,0,1,0,0,1
10131, Aygo,1,1.0,8788,0,1,0,0,1
10132, Aygo,4,1.0,7000,0,1,0,0,1
10133, Aygo,2,1.0,7795,0,1,0,0,1
10134, Aygo,5,1.0,5998,0,1,0,0,1
10135, Aygo,3,1.0,7488,0,1,0,0,1
10136, Aygo,3,1.0,7498,0,1,0,0,1
10137, Aygo,1,1.0,8748,0,1,0,0,1
10138, Aygo,0,1.0,13495,0,0,1,0,1
10139, Aygo,5,1.0,5447,0,1,0,0,1
10140, Aygo,1,1.0,8690,0,1,0,0,1
10141, Aygo,1,1.0,8490,0,1,0,0,1
10142, Aygo,1,1.0,8495,0,1,0,0,1
10143, Aygo,1,1.0,8295,0,1,0,0,1
10144, Aygo,1,1.0,8295,0,1,0,0,1
10145, Aygo,1,1.0,10000,0,1,0,0,1
10146, Aygo,2,1.0,9495,0,1,0,0,1
10147, Aygo,3,1.0,7995,0,1,0,0,1
10148, Aygo,2,1.0,9295,0,1,0,0,1
10149, Aygo,3,1.0,6980,0,1,0,0,1
10150, Aygo,4,1.0,6380,0,1,0,0,1
10151, Aygo,2,1.0,8980,0,1,0,0,1
10152, Aygo,2,1.0,7980,0,1,0,0,1
10153, Aygo,3,1.0,7480,0,1,0,0,1
10154, Aygo,2,1.0,7880,0,1,0,0,1
10155, Aygo,5,1.0,5995,0,1,0,0,1
10156, Aygo,4,1.0,6480,0,1,0,0,1
10157, Aygo,3,1.0,7680,0,1,0,0,1
10158, Aygo,1,1.0,9780,0,1,0,0,1
10159, Aygo,3,1.0,7480,0,1,0,0,1
10160, Aygo,1,1.0,10695,0,1,0,0,1
10161, Aygo,1,1.0,9950,0,1,0,0,1
10162, Aygo,3,1.0,8995,0,0,1,0,1
10163, Aygo,7,1.0,4199,0,1,0,0,1
10164, Aygo,2,1.0,6970,0,1,0,0,1
10165, Aygo,2,1.0,7988,0,1,0,0,1
10166, Aygo,5,1.0,6888,0,1,0,0,1
10167, Aygo,1,1.0,8690,0,1,0,0,1
10168, Aygo,1,1.0,8690,0,1,0,0,1
10169, Aygo,3,1.0,7288,0,1,0,0,1
10170, Aygo,5,1.0,6588,0,1,0,0,1
10171, Aygo,3,1.0,6388,0,1,0,0,1
10172, Aygo,3,1.0,6980,0,1,0,0,1
10173, Aygo,1,1.0,9990,0,1,0,0,1
